"name","notch","supername","package","side"
"LoadingScreenRenderer","kc","","net/minecraft/src","0"
"ItemSoup","bh","ItemFood","net/minecraft/src","0"
"EntityMobs","fr","EntityCreature","net/minecraft/src","0"
"BlockIce","kv","BlockBreakable","net/minecraft/src","0"
"EntitySorter","hu","","net/minecraft/src","0"
"EmptyChunk","jd","Chunk","net/minecraft/src","0"
"RenderSquid","ds","RenderLiving","net/minecraft/src","0"
"GuiSmallButton","v","GuiButton","net/minecraft/src","0"
"Achievement","lk","StatBasic","net/minecraft/src","0"
"ModelWolf","k","ModelBase","net/minecraft/src","0"
"ItemRecord","qc","Item","net/minecraft/src","0"
"ThreadConnectToServer","sx","","net/minecraft/src","0"
"EffectRenderer","cs","","net/minecraft/src","0"
"EntitySlime","rc","EntityLiving","net/minecraft/src","0"
"Packet21PickupSpawn","kq","Packet","net/minecraft/src","0"
"BlockRedstoneWire","pa","Block","net/minecraft/src","0"
"WorldChunkManagerHell","fu","WorldChunkManager","net/minecraft/src","0"
"Packet3Chat","mi","Packet","net/minecraft/src","0"
"EntityFallingSand","hy","Entity","net/minecraft/src","0"
"ItemLog","fj","ItemBlock","net/minecraft/src","0"
"CraftingManager","ga","","net/minecraft/src","0"
"ISaveFormat","kx","","net/minecraft/src","0"
"EntityNoteFX","x","EntityFX","net/minecraft/src","0"
"PositionTexureVertex","gn","","net/minecraft/src","0"
"BlockGravel","kp","BlockSand","net/minecraft/src","0"
"CraftingInventoryPlayerCB","u","CraftingInventoryCB","net/minecraft/src","0"
"Chunk","jg","","net/minecraft/src","0"
"ThreadDownloadImage","pu","","net/minecraft/src","0"
"ModelChicken","pp","ModelBase","net/minecraft/src","0"
"BlockJukeBox","el","Block","net/minecraft/src","0"
"Teleporter","qy","","net/minecraft/src","0"
"PacketCounter","lh","","net/minecraft/src","0"
"HashEntry","sl","","net/minecraft/src","0"
"ChunkPosition","sh","","net/minecraft/src","0"
"ItemAxe","pm","ItemTool","net/minecraft/src","0"
"ChunkLoader","pz","","net/minecraft/src","0"
"ItemEgg","kf","Item","net/minecraft/src","0"
"WorldGenTaiga1","mv","WorldGenerator","net/minecraft/src","0"
"EntitySnowball","bg","Entity","net/minecraft/src","0"
"ItemFishingRod","bz","Item","net/minecraft/src","0"
"TileEntityFurnace","oy","TileEntity","net/minecraft/src","0"
"Packet38","hl","Packet","net/minecraft/src","0"
"PathPoint","c","","net/minecraft/src","0"
"BlockCrops","ku","BlockFlower","net/minecraft/src","0"
"ChunkCache","dv","","net/minecraft/src","0"
"GuiYesNo","nm","GuiScreen","net/minecraft/src","0"
"ItemArmor","sc","Item","net/minecraft/src","0"
"Packet11PlayerPosition","y","Packet10Flying","net/minecraft/src","0"
"NBTTagByteArray","gc","NBTBase","net/minecraft/src","0"
"Packet255KickDisconnect","ul","Packet","net/minecraft/src","0"
"Packet32EntityLook","oq","Packet30Entity","net/minecraft/src","0"
"TileEntityDispenser","al","TileEntity","net/minecraft/src","0"
"BlockRedstoneRepeater","sn","Block","net/minecraft/src","0"
"NoiseGeneratorOctaves","qn","NoiseGenerator","net/minecraft/src","0"
"GuiIngameMenu","md","GuiScreen","net/minecraft/src","0"
"Packet33RelEntityMoveLook","my","Packet30Entity","net/minecraft/src","0"
"ItemSlab","dn","ItemBlock","net/minecraft/src","0"
"AchievementList","dp","","net/minecraft/src","0"
"Slot","fi","","net/minecraft/src","0"
"Packet5PlayerInventory","o","Packet","net/minecraft/src","0"
"ColorizerGrass","gm","","net/minecraft/src","0"
"NoiseGeneratorPerlin","ae","NoiseGenerator","net/minecraft/src","0"
"GuiConflictWarning","nc","GuiScreen","net/minecraft/src","0"
"ModelSheep1","dd","ModelQuadraped","net/minecraft/src","0"
"Minecraft","Minecraft","","net/minecraft/client","0"
"MinecraftApplet","MinecraftApplet","","net/minecraft/client","0"
"MobSpawnerForest","ji","MobSpawnerBase","net/minecraft/src","1"
"Pathfinder","dl","","net/minecraft/src","1"
"TileEntitySign","oc","TileEntity","net/minecraft/src","1"
"HashEntry2","jb","","net/minecraft/src","1"
"NetworkWriterThread","nl","","net/minecraft/src","1"
"ItemSaddle","ka","Item","net/minecraft/src","1"
"SpawnerAnimals","bf","","net/minecraft/src","1"
"TileEntityChest","fp","TileEntity","net/minecraft/src","1"
"BlockFlower","mm","Block","net/minecraft/src","1"
"FontAllowedCharacters","dg","","net/minecraft/src","1"
"AchievementMap","b","","net/minecraft/src","1"
"MapGenCavesHell","in","MapGenBase","net/minecraft/src","1"
"ShapedRecipes","fc","","net/minecraft/src","1"
"BlockMinecartTrack","ij","Block","net/minecraft/src","1"
"EntitySpider","be","EntityMobs","net/minecraft/src","1"
"ThreadServerApplication","bg","","net/minecraft/src","1"
"BlockStairs","kn","Block","net/minecraft/src","1"
"BlockLog","lz","Block","net/minecraft/src","1"
"TileEntityNote","ky","TileEntity","net/minecraft/src","1"
"Packet19","ld","Packet","net/minecraft/src","1"
"WorldGenClay","hf","WorldGenerator","net/minecraft/src","1"
"RecipesTools","eb","","net/minecraft/src","1"
"InventoryPlayer","ff","","net/minecraft/src","1"
"McRegionChunkLoader","gg","","net/minecraft/src","1"
"WorldGenLightStone2","kd","WorldGenerator","net/minecraft/src","1"
"MapGenBase","dk","","net/minecraft/src","1"
"NoiseGenerator2","az","","net/minecraft/src","1"
"ItemSpade","mn","ItemTool","net/minecraft/src","1"
"WorldGenCactus","dm","WorldGenerator","net/minecraft/src","1"
"ItemHoe","ge","Item","net/minecraft/src","1"
"BlockTorch","me","Block","net/minecraft/src","1"
"Packet34EntityTeleport","jl","Packet","net/minecraft/src","1"
"WorldProviderHell","mo","WorldProvider","net/minecraft/src","1"
"SaveOldDir","hi","PlayerNBTManager","net/minecraft/src","1"
"EntityArrow","kh","Entity","net/minecraft/src","1"
"WorldGenFlowers","ah","WorldGenerator","net/minecraft/src","1"
"Packet50PreChunk","kc","Packet","net/minecraft/src","1"
"MaterialLogic","z","Material","net/minecraft/src","1"
"PlayerManager","na","","net/minecraft/src","1"
"SaveConverterMcRegion","eh","SaveFormatOld","net/minecraft/src","1"
"BlockPortal","x","BlockBreakable","net/minecraft/src","1"
"MathHelper","ez","","net/minecraft/src","1"
"BlockDirt","ig","Block","net/minecraft/src","1"
"BlockNote","iq","BlockContainer","net/minecraft/src","1"
"ServerGuiCommandListener","p","","net/minecraft/src","1"
"Packet18ArmAnimation","hq","Packet","net/minecraft/src","1"
"Packet16BlockItemSwitch","em","Packet","net/minecraft/src","1"
"ThreadSleepForever","bj","","net/minecraft/src","1"
"ThreadMonitorConnection","nj","","net/minecraft/src","1"
"EnumSkyBlock","cd","","net/minecraft/src","1"
"ModelBed","fk","","net/minecraft/src","1"
"Packet17Sleep","fv","Packet","net/minecraft/src","1"
"ItemRedstone","et","Item","net/minecraft/src","1"
"MCHashTable","ft","","net/minecraft/src","1"
"EntityZombie","lt","EntityMobs","net/minecraft/src","1"
"ItemSnowball","bv","Item","net/minecraft/src","1"
"EntitySkeleton","dh","EntityMobs","net/minecraft/src","1"
"EntityChicken","nb","EntityAnimals","net/minecraft/src","1"
"Packet105","hh","Packet","net/minecraft/src","1"
"Packet53BlockChange","lg","Packet","net/minecraft/src","1"
"BlockSign","lm","BlockContainer","net/minecraft/src","1"
"StatDistance","ag","StatBasic","net/minecraft/src","1"
"EntitySquid","nr","EntityWaterMob","net/minecraft/src","1"
"Packet106","id","Packet","net/minecraft/src","1"
"WorldGenMinable","de","WorldGenerator","net/minecraft/src","1"
"WorldGenLiquids","nm","WorldGenerator","net/minecraft/src","1"
"PlayerNBTManager","dd","","net/minecraft/src","1"
"BlockBreakable","fn","Block","net/minecraft/src","1"
"ChunkBlockMap","mc","","net/minecraft/src","1"
"ServerCommand","ab","","net/minecraft/src","1"
"Packet","fy","","net/minecraft/src","1"
"WorldGenBigTree","ew","WorldGenerator","net/minecraft/src","1"
"IPlayerFileData","eu","","net/minecraft/src","1"
"ServerGUI","lu","","net/minecraft/src","1"
"BlockFlowing","ie","BlockFluids","net/minecraft/src","1"
"IChunkProvider","bc","","net/minecraft/src","1"
"ItemSeeds","jo","Item","net/minecraft/src","1"
"SlotCrafting","ok","Slot","net/minecraft/src","1"
"StepSound","bk","","net/minecraft/src","1"
"StatCollector","bw","","net/minecraft/src","1"
"MapGenCaves","km","MapGenBase","net/minecraft/src","1"
"NibbleArray","mr","","net/minecraft/src","1"
"ICommandListener","ku","","net/minecraft/src","1"
"SpawnListEntry","al","","net/minecraft/src","1"
"Packet14BlockDig","fr","Packet","net/minecraft/src","1"
"Packet10Flying","ev","Packet","net/minecraft/src","1"
"EntityCreeper","do","EntityMobs","net/minecraft/src","1"
"Packet22Collect","bs","Packet","net/minecraft/src","1"
"Packet29DestroyEntity","jv","Packet","net/minecraft/src","1"
"WorldGenLakes","bt","WorldGenerator","net/minecraft/src","1"
"GuiStatsComponent","gd","","net/minecraft/src","1"
"Packet52MultiBlockChange","nc","Packet","net/minecraft/src","1"
"BlockLeavesBase","hr","Block","net/minecraft/src","1"
"TileEntity","ih","","net/minecraft/src","1"
"BlockChest","d","BlockContainer","net/minecraft/src","1"
"WorldGenerator","im","","net/minecraft/src","1"
"Packet8","cp","Packet","net/minecraft/src","1"
"Packet101","hb","Packet","net/minecraft/src","1"
"WorldGenHellLava","iu","WorldGenerator","net/minecraft/src","1"
"NoiseGenerator","bq","","net/minecraft/src","1"
"MobSpawnerDesert","di","MobSpawnerBase","net/minecraft/src","1"
"NBTTagEnd","gj","NBTBase","net/minecraft/src","1"
"ItemMinecart","jp","Item","net/minecraft/src","1"
"WorldGenTaiga2","my","WorldGenerator","net/minecraft/src","1"
"EnumArt","fa","","net/minecraft/src","1"
"PlayerInstance","w","","net/minecraft/src","1"
"CraftingInventoryWorkbenchCB","fd","CraftingInventoryCB","net/minecraft/src","1"
"BlockLightStone","gw","Block","net/minecraft/src","1"
"MovingObjectPosition","lw","","net/minecraft/src","1"
"ChunkFolderPattern","bd","","net/minecraft/src","1"
"WorldProvider","ne","","net/minecraft/src","1"
"ItemDye","fz","Item","net/minecraft/src","1"
"EntityTNTPrimed","je","Entity","net/minecraft/src","1"
"StatBasic","mh","","net/minecraft/src","1"
"ItemSword","iv","Item","net/minecraft/src","1"
"BlockContainer","jw","Block","net/minecraft/src","1"
"EntityAnimals","aj","EntityCreature","net/minecraft/src","1"
"BlockDoor","gh","Block","net/minecraft/src","1"
"WorldGenTrees","nz","WorldGenerator","net/minecraft/src","1"
"NBTTagShort","ln","NBTBase","net/minecraft/src","1"
"StepSoundStone","v","StepSound","net/minecraft/src","1"
"ThreadCommandReader","bi","","net/minecraft/src","1"
"RecipesArmor","l","","net/minecraft/src","1"
"Entity","kj","","net/minecraft/src","1"
"NBTTagString","nf","NBTBase","net/minecraft/src","1"
"Packet27","iy","Packet","net/minecraft/src","1"
"CraftingInventoryDispenserCB","kf","CraftingInventoryCB","net/minecraft/src","1"
"Packet7","a","Packet","net/minecraft/src","1"
"ChunkFilePattern","js","","net/minecraft/src","1"
"CraftingInventoryFurnaceCB","an","CraftingInventoryCB","net/minecraft/src","1"
"BlockSponge","nh","Block","net/minecraft/src","1"
"SlotArmor","ir","Slot","net/minecraft/src","1"
"Block","lq","","net/minecraft/src","1"
"BlockStone","ck","Block","net/minecraft/src","1"
"Packet30Entity","lk","Packet","net/minecraft/src","1"
"StatTime","oa","StatBasic","net/minecraft/src","1"
"ShapelessRecipes","le","","net/minecraft/src","1"
"Vec3D","ar","","net/minecraft/src","1"
"WorldGenForest","f","WorldGenerator","net/minecraft/src","1"
"NBTTagByte","ja","NBTBase","net/minecraft/src","1"
"EntityPig","mq","EntityAnimals","net/minecraft/src","1"
"ItemInWorldManager","og","","net/minecraft/src","1"
"BlockSnowBlock","n","Block","net/minecraft/src","1"
"BlockSlowSand","hz","Block","net/minecraft/src","1"
"NBTBase","ex","","net/minecraft/src","1"
"ThreadLoginVerifier","cj","","net/minecraft/src","1"
"Empty1","dy","","net/minecraft/src","1"
"BlockBookshelf","ec","Block","net/minecraft/src","1"
"RecipesIngots","la","","net/minecraft/src","1"
"StatCrafting","lf","StatBasic","net/minecraft/src","1"
"IBlockAccess","nn","","net/minecraft/src","1"
"IWorldAccess","io","","net/minecraft/src","1"
"MetadataChunkBlock","ko","","net/minecraft/src","1"
"NBTTagLong","ha","NBTBase","net/minecraft/src","1"
"ItemReed","gs","Item","net/minecraft/src","1"
"EntityCow","au","EntityAnimals","net/minecraft/src","1"
"BlockSand","dt","Block","net/minecraft/src","1"
"GuiLogOutputHandler","by","","net/minecraft/src","1"
"ItemPickaxe","ad","ItemTool","net/minecraft/src","1"
"WorldInfo","ch","","net/minecraft/src","1"
"MobSpawnerHell","k","MobSpawnerBase","net/minecraft/src","1"
"BlockBloodStone","ny","Block","net/minecraft/src","1"
"BlockSoil","md","Block","net/minecraft/src","1"
"WatchableObject","gy","","net/minecraft/src","1"
"RedstoneUpdateInfo","ns","","net/minecraft/src","1"
"Packet0KeepAlive","gx","Packet","net/minecraft/src","1"
"IUpdatePlayerListBox","ct","","net/minecraft/src","1"
"RecipesCrafting","fu","","net/minecraft/src","1"
"IProgressUpdate","nv","","net/minecraft/src","1"
"ItemFood","oj","Item","net/minecraft/src","1"
"Packet4UpdateTime","eg","Packet","net/minecraft/src","1"
"WorldGenFire","nq","WorldGenerator","net/minecraft/src","1"
"RecipesDyes","hl","","net/minecraft/src","1"
"BlockPressurePlate","at","Block","net/minecraft/src","1"
"NetworkMasterThread","ni","","net/minecraft/src","1"
"Packet23VehicleSpawn","kl","Packet","net/minecraft/src","1"
"BlockGrass","mw","Block","net/minecraft/src","1"
"BlockFurnace","ks","BlockContainer","net/minecraft/src","1"
"ChunkProviderHell","iz","","net/minecraft/src","1"
"EntityPlayer","dx","EntityLiving","net/minecraft/src","1"
"ChunkCoordIntPair","ol","","net/minecraft/src","1"
"EntityFireball","ba","Entity","net/minecraft/src","1"
"EntityEgg","mj","Entity","net/minecraft/src","1"
"ItemStack","fg","","net/minecraft/src","1"
"ItemSign","lv","Item","net/minecraft/src","1"
"NBTTagInt","ip","NBTBase","net/minecraft/src","1"
"EntityMinecart","od","Entity","net/minecraft/src","1"
"WorldGenPumpkin","nd","WorldGenerator","net/minecraft/src","1"
"MinecraftException","lp","","net/minecraft/src","1"
"Packet13PlayerLookMove","cq","Packet10Flying","net/minecraft/src","1"
"DataWatcher","lh","","net/minecraft/src","1"
"BlockDispenser","no","BlockContainer","net/minecraft/src","1"
"Packet2Handshake","hd","Packet","net/minecraft/src","1"
"MobSpawnerSwamp","kt","MobSpawnerBase","net/minecraft/src","1"
"NetServerHandler","gf","NetHandler","net/minecraft/src","1"
"MobSpawnerTaiga","e","MobSpawnerBase","net/minecraft/src","1"
"EntityLiving","gq","Entity","net/minecraft/src","1"
"BlockClay","jz","Block","net/minecraft/src","1"
"WorldGenLightStone1","dp","WorldGenerator","net/minecraft/src","1"
"ICrafting","ce","","net/minecraft/src","1"
"Packet12PlayerLook","ma","Packet10Flying","net/minecraft/src","1"
"EntityWolf","ds","EntityAnimals","net/minecraft/src","1"
"Packet103","en","Packet","net/minecraft/src","1"
"EnumToolMaterial","as","","net/minecraft/src","1"
"ConvertProgressUpdater","bh","","net/minecraft/src","1"
"BlockSapling","ee","BlockFlower","net/minecraft/src","1"
"ItemCoal","jx","Item","net/minecraft/src","1"
"ItemBucket","af","Item","net/minecraft/src","1"
"Packet130","ll","Packet","net/minecraft/src","1"
"BlockFence","fs","Block","net/minecraft/src","1"
"StringTranslate","hm","","net/minecraft/src","1"
"GuiStatsListener","gr","","net/minecraft/src","1"
"Packet39","hs","Packet","net/minecraft/src","1"
"ItemBed","gp","Item","net/minecraft/src","1"
"EntityList","fh","","net/minecraft/src","1"
"BlockCloth","cf","Block","net/minecraft/src","1"
"ChunkCoordinates","ao","","net/minecraft/src","1"
"EntityTrackerEntry","eo","","net/minecraft/src","1"
"InventoryCraftResult","ms","","net/minecraft/src","1"
"BlockSnow","fo","Block","net/minecraft/src","1"
"ConsoleLogManager","ef","","net/minecraft/src","1"
"Packet54","mk","Packet","net/minecraft/src","1"
"ItemPainting","oe","Item","net/minecraft/src","1"
"EnumMovingObjectType","fj","","net/minecraft/src","1"
"MobSpawnerRainforest","ob","MobSpawnerBase","net/minecraft/src","1"
"Packet70","ax","Packet","net/minecraft/src","1"
"ItemCloth","ak","ItemBlock","net/minecraft/src","1"
"IRecipe","ca","","net/minecraft/src","1"
"BlockObsidian","cv","BlockStone","net/minecraft/src","1"
"ISaveHandler","mz","","net/minecraft/src","1"
"WorldGenReed","fb","WorldGenerator","net/minecraft/src","1"
"IInventory","gu","","net/minecraft/src","1"
"Packet28","dr","Packet","net/minecraft/src","1"
"WorldChunkManager","nt","","net/minecraft/src","1"
"Packet40","ls","Packet","net/minecraft/src","1"
"Packet20NamedEntitySpawn","gz","Packet","net/minecraft/src","1"
"Item","du","","net/minecraft/src","1"
"EntityBoat","dn","Entity","net/minecraft/src","1"
"SlotFurnace","mg","Slot","net/minecraft/src","1"
"NoiseGeneratorOctaves2","lj","NoiseGenerator","net/minecraft/src","1"
"BlockLadder","bx","Block","net/minecraft/src","1"
"StepSoundSand","u","StepSound","net/minecraft/src","1"
"BlockCactus","if","Block","net/minecraft/src","1"
"BlockSandStone","jk","Block","net/minecraft/src","1"
"ChunkProviderGenerate","nw","","net/minecraft/src","1"
"BlockWorkbench","da","Block","net/minecraft/src","1"
"BlockCake","lo","Block","net/minecraft/src","1"
"PlayerListBox","g","","net/minecraft/src","1"
"RecipesWeapons","ng","","net/minecraft/src","1"
"Path","gi","","net/minecraft/src","1"
"IMobs","cx","","net/minecraft/src","1"
"Packet1Login","hy","Packet","net/minecraft/src","1"
"InventoryCrafting","he","","net/minecraft/src","1"
"NBTTagList","kk","NBTBase","net/minecraft/src","1"
"ItemDoor","ep","Item","net/minecraft/src","1"
"BlockMobSpawner","bp","BlockContainer","net/minecraft/src","1"
"ItemFlintAndSteel","nx","Item","net/minecraft/src","1"
"BlockStep","oi","Block","net/minecraft/src","1"
"Packet51MapChunk","cg","Packet","net/minecraft/src","1"
"Packet9","ii","Packet","net/minecraft/src","1"
"EntityPigZombie","nu","EntityZombie","net/minecraft/src","1"
"BlockReed","jm","Block","net/minecraft/src","1"
"EntityZombieSimple","ht","EntityMobs","net/minecraft/src","1"
"Packet104","fw","Packet","net/minecraft/src","1"
"EnumStatus","bm","","net/minecraft/src","1"
"Packet6SpawnPosition","jj","Packet","net/minecraft/src","1"
"BlockOreBlock","h","Block","net/minecraft/src","1"
"TileEntityMobSpawner","bn","TileEntity","net/minecraft/src","1"
"MCHashTable2","dj","","net/minecraft/src","1"
"ItemBoat","lx","Item","net/minecraft/src","1"
"FurnaceRecipes","cs","","net/minecraft/src","1"
"NBTTagFloat","i","NBTBase","net/minecraft/src","1"
"NBTTagCompound","hu","NBTBase","net/minecraft/src","1"
"ServerWindowAdapter","o","","net/minecraft/src","1"
"Packet31RelEntityMove","kp","Packet30Entity","net/minecraft/src","1"
"EntityPlayerMP","cy","EntityPlayer","net/minecraft/src","1"
"EnumMobType","ju","","net/minecraft/src","1"
"BlockLeaves","am","BlockLeavesBase","net/minecraft/src","1"
"BlockStationary","hw","BlockFluids","net/minecraft/src","1"
"EntityCreature","ey","EntityLiving","net/minecraft/src","1"
"NetworkManager","il","","net/minecraft/src","1"
"BlockLockedChest","ga","Block","net/minecraft/src","1"
"RecipesFood","ia","","net/minecraft/src","1"
"BlockBed","ly","Block","net/minecraft/src","1"
"EntityFish","gv","Entity","net/minecraft/src","1"
"Empty2","es","","net/minecraft/src","1"
"MaterialLiquid","ke","Material","net/minecraft/src","1"
"CompressedStreamTools","ac","","net/minecraft/src","1"
"ConsoleCommandHandler","kv","","net/minecraft/src","1"
"ChunkProviderLoadOrGenerate","gb","","net/minecraft/src","1"
"WorldServer","dc","World","net/minecraft/src","1"
"EntityPainting","jd","Entity","net/minecraft/src","1"
"BlockOre","hg","Block","net/minecraft/src","1"
"BlockTNT","r","Block","net/minecraft/src","1"
"EntityGhast","ap","EntityFlying","net/minecraft/src","1"
"PathEntity","br","","net/minecraft/src","1"
"IChunkLoader","ai","","net/minecraft/src","1"
"WorldGenDungeons","co","WorldGenerator","net/minecraft/src","1"
"Packet102","jc","Packet","net/minecraft/src","1"
"BlockGlass","db","BlockBreakable","net/minecraft/src","1"
"NetHandler","kw","","net/minecraft/src","1"
"BlockButton","ic","Block","net/minecraft/src","1"
"BlockRedstoneOre","aq","Block","net/minecraft/src","1"
"EntitySheep","bu","EntityAnimals","net/minecraft/src","1"
"Packet60","jq","Packet","net/minecraft/src","1"
"EntityFlying","mx","EntityLiving","net/minecraft/src","1"
"Packet25","mi","Packet","net/minecraft/src","1"
"World","cw","","net/minecraft/src","1"
"InventoryLargeChest","ib","","net/minecraft/src","1"
"ItemTool","bz","Item","net/minecraft/src","1"
"AxisAlignedBB","cm","","net/minecraft/src","1"
"Explosion","jf","","net/minecraft/src","1"
"BlockLever","np","Block","net/minecraft/src","1"
"RegionFileChunkBuffer","eq","","net/minecraft/src","1"
"SaveFormatOld","lb","","net/minecraft/src","1"
"EnumCreatureType","gm","","net/minecraft/src","1"
"BlockMushroom","kx","BlockFlower","net/minecraft/src","1"
"ItemCookie","ix","ItemFood","net/minecraft/src","1"
"RecipeSorter","gc","","net/minecraft/src","1"
"WorldManager","cz","","net/minecraft/src","1"
"NetworkReaderThread","nk","","net/minecraft/src","1"
"CraftingInventoryCB","cb","","net/minecraft/src","1"
"PropertyManager","jt","","net/minecraft/src","1"
"NextTickListEntry","jg","","net/minecraft/src","1"
"ItemBlock","bb","Item","net/minecraft/src","1"
"FileMatcher","cc","","net/minecraft/src","1"
"ItemBow","jh","Item","net/minecraft/src","1"
"BlockPumpkin","cu","Block","net/minecraft/src","1"
"StatList","fm","","net/minecraft/src","1"
"Material","go","","net/minecraft/src","1"
"EntityItem","ej","Entity","net/minecraft/src","1"
"RegionFile","iw","","net/minecraft/src","1"
"Packet24MobSpawn","fl","Packet","net/minecraft/src","1"
"MinecartTrackLogic","mf","","net/minecraft/src","1"
"MobSpawnerBase","fx","","net/minecraft/src","1"
"BlockRedstoneTorch","bo","BlockTorch","net/minecraft/src","1"
"Packet15Place","dz","Packet","net/minecraft/src","1"
"EntityWaterMob","aa","EntityCreature","net/minecraft/src","1"
"NBTTagDouble","kq","NBTBase","net/minecraft/src","1"
"MaterialTransparent","gt","Material","net/minecraft/src","1"
"CraftingInventoryChestCB","ay","CraftingInventoryCB","net/minecraft/src","1"
"BlockFluids","jr","Block","net/minecraft/src","1"
"RegionFileCache","jn","","net/minecraft/src","1"
"Packet100","fe","Packet","net/minecraft/src","1"
"BlockFire","of","Block","net/minecraft/src","1"
"ItemSoup","aw","ItemFood","net/minecraft/src","1"
"EntityMobs","ea","EntityCreature","net/minecraft/src","1"
"BlockIce","ho","BlockBreakable","net/minecraft/src","1"
"ServerConfigurationManager","el","","net/minecraft/src","1"
"EmptyChunk","gl","Chunk","net/minecraft/src","1"
"Achievement","hx","StatBasic","net/minecraft/src","1"
"ItemRecord","lc","Item","net/minecraft/src","1"
"NetworkAcceptThread","jy","","net/minecraft/src","1"
"ChunkProviderServer","gk","","net/minecraft/src","1"
"EntitySlime","lr","EntityLiving","net/minecraft/src","1"
"Packet21PickupSpawn","hj","Packet","net/minecraft/src","1"
"BlockRedstoneWire","ki","Block","net/minecraft/src","1"
"WorldChunkManagerHell","ed","WorldChunkManager","net/minecraft/src","1"
"Packet3Chat","ik","Packet","net/minecraft/src","1"
"EntityFallingSand","fq","Entity","net/minecraft/src","1"
"ItemLog","dv","ItemBlock","net/minecraft/src","1"
"CraftingManager","ei","","net/minecraft/src","1"
"NetworkListenThread","ci","","net/minecraft/src","1"
"ISaveFormat","hp","","net/minecraft/src","1"
"BlockGravel","hk","BlockSand","net/minecraft/src","1"
"CraftingInventoryPlayerCB","m","CraftingInventoryCB","net/minecraft/src","1"
"Chunk","gn","","net/minecraft/src","1"
"BlockJukeBox","df","Block","net/minecraft/src","1"
"EntityTracker","mb","","net/minecraft/src","1"
"PacketCounter","hv","","net/minecraft/src","1"
"HashEntry","mt","","net/minecraft/src","1"
"ChunkPosition","mp","","net/minecraft/src","1"
"ItemAxe","kr","ItemTool","net/minecraft/src","1"
"ChunkLoader","kz","","net/minecraft/src","1"
"ItemEgg","hc","Item","net/minecraft/src","1"
"WorldGenTaiga1","is","WorldGenerator","net/minecraft/src","1"
"ConsoleLogFormatter","mu","","net/minecraft/src","1"
"EntitySnowball","av","Entity","net/minecraft/src","1"
"ItemFishingRod","bl","Item","net/minecraft/src","1"
"TileEntityFurnace","kg","TileEntity","net/minecraft/src","1"
"Packet38","fi","Packet","net/minecraft/src","1"
"PathPoint","c","","net/minecraft/src","1"
"BlockCrops","hn","BlockFlower","net/minecraft/src","1"
"ChunkCache","cr","","net/minecraft/src","1"
"ItemArmor","ml","Item","net/minecraft/src","1"
"Packet11PlayerPosition","t","Packet10Flying","net/minecraft/src","1"
"NBTTagByteArray","ek","NBTBase","net/minecraft/src","1"
"IAnimals","s","","net/minecraft/src","1"
"NetLoginHandler","dq","NetHandler","net/minecraft/src","1"
"GuiLogFormatter","er","","net/minecraft/src","1"
"Packet255KickDisconnect","oh","Packet","net/minecraft/src","1"
"ServerGuiFocusAdapter","q","","net/minecraft/src","1"
"Packet32EntityLook","kb","Packet30Entity","net/minecraft/src","1"
"TileEntityDispenser","ae","TileEntity","net/minecraft/src","1"
"BlockRedstoneRepeater","mv","Block","net/minecraft/src","1"
"NoiseGeneratorOctaves","li","NoiseGenerator","net/minecraft/src","1"
"Packet33RelEntityMoveLook","it","Packet30Entity","net/minecraft/src","1"
"ItemSlab","cl","ItemBlock","net/minecraft/src","1"
"AchievementList","cn","","net/minecraft/src","1"
"Slot","dw","","net/minecraft/src","1"
"Packet5PlayerInventory","j","Packet","net/minecraft/src","1"
"NoiseGeneratorPerlin","y","NoiseGenerator","net/minecraft/src","1"
"MinecraftServer","MinecraftServer","","net/minecraft/server","1"
