"PLEASE do not sort this page, it will break the scripts (But manually add stuff where appropriate)",,,,Can be completed with v1.2.x data. Leave the class columns empty.
Class (Reference only) added to help with organizing efforts. Be nice and add them as you go.
,Game,,Server,Changed,,Client Duplicates
class (for reference only),Reference,class (for reference only),Reference,Name,Notes,188
a (PathPoint),func_1179_a,,func_730_a,isAssigned,Returns true if this point has already been assigned to a path,,[1]
a (PathPoint),func_1180_a,,func_731_a,distanceTo,Returns the linear distance to another path point
RenderEngine,func_1078_a,*,*,deleteTexture,Deletes a single GL texture,,DUPLICATE
EntityList,func_1079_a,*,*,createEntityInWorld,Creates an entity of the given name in the world.,,DUPLICATE
RenderEngine,func_1077_b,*,*,weightedAverageColor,Uses the alpha of the two colors passed in to determine the contributions of each color.  If either of them has an alpha greater than 0 then the returned alpha is 255 otherwise its zero if they are both zero. Args: color1,color2,DUPLICATE
RenderEngine,func_1074_a,*,*,allocateAndSetupTexture,Copy the supplied image onto a newly-allocated OpenGL texture,returning the allocated texture name,DUPLICATE
RenderEngine,func_1075_a,*,*,obtainImageData,Return a ThreadDownloadImageData instance for the given URL.  If it does not already exist,it is created and uses the passed ImageBuffer.  If it does,DUPLICATE
RenderEngine,func_1072_a,*,*,averageColor,Takes two colors and returns the average of them. Args: color1,color2,DUPLICATE
RenderEngine,func_1073_b,*,*,releaseImageData,Decrements the reference count for a given URL,deleting the image data if the reference count hits 0,DUPLICATE
RenderEngine,func_1071_a,*,*,getTextureForDownloadableImage,Takes a URL of a downloadable image and the name of the local image to be used as a fallback.  If the image has been downloaded,returns the GL texture of the downloaded image,DUPLICATE
EntityList,func_1083_b,*,*,getEntityString,gets the string representation of a specific entity,,DUPLICATE
TileEntitySpecialRenderer,func_928_a,*,*,setTileEntityRenderer,Associate a TileEntityRenderer with this TileEntitySpecialRenderer,,DUPLICATE
RenderItem,func_161_a,*,*,renderItemIntoGUI,Renders the item's icon or block into the UI at the specified position.,,DUPLICATE
RenderItem,func_162_a,*,*,renderQuad,Adds a quad to the tesselator at the specified position with the set width and height and color.  Args: tessellator,x,DUPLICATE,width,height,color
RenderItem,func_163_a,*,*,renderTexturedQuad,Adds a textured quad to the tesselator at the specified position with the specified texture coords,width and height.  Args: x,DUPLICATE,u,v,width,height
RenderItem,func_164_b,*,*,renderItemOverlayIntoGUI,Renders the item's overlay information. Examples being stack count or damage on top of the item's image at the specified position.,,DUPLICATE
World,func_708_k,*,*,canExistingBlockSeeTheSky,Determines if a block can see the sky or not,but if the proper chunk does not already exist,DUPLICATE
Entity,func_365_c,*,*,setLocationAndAngles,Sets the location and Yaw/Pitch of an entity in the world,,DUPLICATE
Entity,func_389_H,*,*,getEntityString,Returns the string that identifies this Entity's class,,DUPLICATE
EntityBoat,func_385_d_,*,*,canBePushed,Returns true if this entity should push and be pushed by other entities when colliding.,,DUPLICATE
RenderGlobal,func_941_a,*,*,obtainEntitySkin,Start the skin for this entity downloading,if necessary,DUPLICATE
Render,func_6329_a,*,*,getFontRendererFromRenderManager,Returns the font renderer from the set render manager,,DUPLICATE
TileEntitySpecialRenderer,func_6508_a,*,*,getFontRenderer,*,,DUPLICATE
RenderManager,func_6500_a,*,*,getFontRenderer,Returns the font renderer,,DUPLICATE
TileEntitySpecialRenderer,func_6507_a,*,*,bindTextureByName,Binds a texture to the renderEngine given a filename from the JAR.,,DUPLICATE
Slot,func_4104_e,*,*,getSlotStackLimit,Returns the maximum stack size for a given slot (usually the same as getInventoryStackLimit(),but 1 in the case of armor slots),DUPLICATE
WorldProviderHell,func_4100_a,*,*,calculateCelestialAngle,Calculates the angle of sun and moon in the sky relative to a specified time (usually worldTime),,DUPLICATE
SlotCrafting,func_4103_a,*,*,onPickupFromSlot,Called when the player picks up an item from an inventory slot,,DUPLICATE
WorldProviderHell,func_4102_a,*,*,canCoordinateBeSpawn,Will check if the x,z position specified is alright to be set as the map spawn point,DUPLICATE
GuiScreen,func_579_b,*,*,drawBackground,Draws the background (i is always 0 as of 1.2.2),,DUPLICATE
GuiScreen,func_578_i,*,*,drawDefaultBackground,Draws either a gradient over the background screen (when it exists) or a flat gradient over background.png,,DUPLICATE
GuiScreen,func_573_b,*,*,mouseMovedOrUp,Called when the mouse is moved or a mouse button is released.  Signature: (mouseX,mouseY,DUPLICATE,which==0 or which==1 is mouseUp
EntityPlayer,func_374_q,*,*,preparePlayerToSpawn,Keeps moving the entity up so it isn't colliding with blocks and other requirements for this entity to be spawned (only actually used on players though its also on Entity),,DUPLICATE
TileEntityRenderer,func_6516_a,*,*,getFontRenderer,*,,DUPLICATE
GuiContainer,func_590_a,*,*,drawSlotInventory,Draws an inventory slot,,DUPLICATE
Render,func_144_c,*,*,renderShadow,Renders the entity shadows at the position,shadow alpha and partialTickTime. Args: entity,DUPLICATE,y,z,shadowAlpha,partialTickTime
Render,func_145_a,*,*,renderShadowOnBlock,Renders a shadow projected down onto the specified block. Brightness of the block plus how far away on the Y axis determines the alpha of the shadow.  Args: block,centerX,DUPLICATE,centerZ,blockX,blockY,blockZ,baseAlpha,shadowSize,xOffset,yOffset,zOffset
TileEntityFurnace,func_490_a,*,*,getCookProgressScaled,Returns an integer between 0 and the passed value representing how close the current item is to being completely cooked,,DUPLICATE
TileEntityFurnace,func_491_j,*,*,canSmelt,Returns true if the furnace can smelt an item,i.e. has a source item,DUPLICATE,etc.
InventoryPlayer,func_492_d,*,*,armorItemInSlot,returns a player armor item (as itemstack) contained in specified armor slot.,,DUPLICATE
Render,func_141_b,*,*,doRenderShadowAndFire,Renders the entity's shadow and fire (if its on fire). Args: entity,x,DUPLICATE,z,yaw,partialTickTime
InventoryPlayer,func_498_a,*,*,changeCurrentItem,Switch the current item to the next one or the previous one,,DUPLICATE
Render,func_148_a,*,*,renderEntityOnFire,Renders fire on top of the entity. Args: entity,x,DUPLICATE,z,partialTickTime
ChunkProviderLoadOrGenerate,func_540_b,*,*,saveChunk,Save a given Chunk,recording the time in lastSaveTime,DUPLICATE
ChunkProviderLoadOrGenerate,func_541_a,*,*,saveExtraChunkData,Save extra data associated with this Chunk not normally saved during autosave,only during chunk unload.  Currently unused.,DUPLICATE
IChunkLoader,func_811_b,*,*,saveExtraData,Save extra data not associated with any Chunk.  Not saved during autosave,only during world unload.  Currently unused.,DUPLICATE
IChunkLoader,func_812_a,*,*,saveChunk,*,,DUPLICATE
IChunkLoader,func_813_a,*,*,loadChunk,Loads the specified(XZ) chunk into the specified world.,,DUPLICATE
IChunkLoader,func_815_b,*,*,saveExtraChunkData,Save extra data associated with this Chunk not normally saved during autosave,only during chunk unload.  Currently unused.,DUPLICATE
ChunkLoader,func_816_a,*,*,loadChunkIntoWorldFromCompound,Parses the data in the compound into a Chunk in the specified world.,,DUPLICATE
ChunkLoader,func_817_a,*,*,chunkFileForXZ,*,,DUPLICATE
ChunkLoader,func_818_a,*,*,storeChunkInCompound,Stores the chunk into the supplied Compound. (could even be private static),,DUPLICATE
ModelRenderer,func_923_a,*,*,entityLimbDefine,Takes seven arguements for X,Y,DUPLICATE,width,length,height,and a size multiplier and creates an entity limb.
GuiGameOver,func_6450_b,*,*,doesGuiPauseGame,Returns true if this GUI should pause the game when it is displayed in single-player,,DUPLICATE
TileEntityRenderer,func_1031_b,*,*,getSpecialRendererForEntity,Returns the TileEntitySpecialRenderer used to render this TileEntity instance,or null if it has no special renderer,DUPLICATE
TileEntityFurnace,func_487_i,*,*,smeltItem,Turn one item from the furnace source stack into the appropriate smelted item in the furnace result stack,,DUPLICATE
TileEntityFurnace,func_486_d,*,*,getSmeltingResultItem,Returns the item ID of the result of smelting the given item ID,or -1 if the given item can't be smelted.,DUPLICATE
TileEntityFurnace,func_485_a,*,*,isBurning,Returns true if the furnace is currently burning,,DUPLICATE
TileEntityMobSpawner,func_484_a,*,*,anyPlayerInRange,Returns true if there is a player in range (using World.getClosestPlayer),,DUPLICATE
TileEntityFurnace,func_489_b,*,*,getBurnTimeRemainingScaled,Returns an integer between 0 and the passed value representing how much burn time is left on the current fuel item,where 0 means that the item is exhausted and the passed value means that the item is fresh,DUPLICATE
TileEntityFurnace,func_488_a,*,*,getItemBurnTime,Returns the number of ticks that the supplied fuel item will keep the furnace burning,or 0 if the item isn't fuel,DUPLICATE
EntityList,func_1084_a,*,*,createEntity,create a new instance of an entity by using an entityID,,DUPLICATE
EntityList,func_1081_a,*,*,createEntityFromNBT,create a new instance of an entity from NBT store,,DUPLICATE
EntityList,func_1080_a,*,*,addMapping,adds a mapping between Entity classes and both a string representation and an ID,,DUPLICATE
NBTTagFloat,func_735_a,*,*,writeTagContents,Write the actual data contents of the tag,implemented in NBT extension classes,DUPLICATE
NBTTagFloat,func_736_a,*,*,readTagContents,Read the actual data contents of the tag,implemented in NBT extension classes,DUPLICATE
TileEntitySignRenderer,func_932_a,*,*,renderTileEntitySignAt,*,,DUPLICATE
TileEntityMobSpawnerRenderer,func_930_a,*,*,renderTileEntityAt,*,,DUPLICATE
RenderGlobal,func_938_b,*,*,releaseEntitySkin,Decrement the reference counter for this entity's skin image data,,DUPLICATE
ItemRenderer,func_4132_a,*,*,renderItem,Renders the item stack for being in an entity's hand Args: itemStack,,DUPLICATE
EntityList,func_1082_a,*,*,getEntityID,gets the entityID of a specific entity,,DUPLICATE
ItemStack,func_1099_b,*,*,canHarvestBlock,Checks if the itemStack object can harvest a specified block,,DUPLICATE
GuiChest,func_589_a,*,*,drawGuiContainerBackgroundLayer,Draw the background layer for the GuiContainer (everything behind the items),,DUPLICATE
GuiChest,func_587_j,*,*,drawGuiContainerForegroundLayer,Draw the foreground layer for the GuiContainer (everythin in front of the items),,DUPLICATE
World,func_630_d,*,*,blockExists,Returns whether a block exists at world coordinates x,y,DUPLICATE
Timer,func_904_a,*,*,updateTimer,Updates all fields of the Timer using the current time,,DUPLICATE
Minecraft,func_6272_a,*,*,displayGuiScreen,Sets the argument GuiScreen as the main (topmost visible) screen.,,DUPLICATE
RenderHelper,func_1159_a,*,*,disableStandardItemLighting,Disables the OpenGL lighting properties enabled by enableStandardItemLighting,,DUPLICATE
RenderHelper,func_1158_b,*,*,enableStandardItemLighting,Sets the OpenGL lighting properties to the values used when rendering blocks as items,,DUPLICATE
Block,func_222_c,*,*,setHardness,Sets how many hits it takes to break a block.,,DUPLICATE
Minecraft,func_6264_a,*,*,getAppDir,gets the working dir (OS specific) for the specific application (which is always minecraft),,DUPLICATE
CompressedStreamTools,func_1143_a,*,*,writeGzippedCompoundToOutputStream,Write the compound,gzipped,DUPLICATE
Block,func_219_b,*,*,setResistance,Sets the the blocks resistance to explosions. Returns the object for convenience in constructing.,,DUPLICATE
World,func_692_l,*,*,removeBlockTileEntity,Removes the TileEntity for a given block in X,Y,DUPLICATE
EntityPlayer,func_454_b,*,*,canHarvestBlock,Checks if the player has the ability to harvest a block (checks current inventory item for a tool if necessary),,DUPLICATE
World,func_678_c,*,*,releaseEntitySkin,Decrement the reference counter for this entity's skin image data,,DUPLICATE
World,func_672_b,*,*,removeWorldAccess,Removes a worldAccess from the worldAccesses object,,DUPLICATE
World,func_654_a,*,*,setBlockTileEntity,Sets the TileEntity for a given block in X,Y,DUPLICATE
WorldProviderHell,func_4092_a,*,*,getChunkLoader,Returns the chunk loader back for the world provider. Args: fileName,,DUPLICATE
WorldProvider,func_4095_a,*,*,registerWorld,associate an existing world with a World provider,and setup its lightbrightness table,DUPLICATE
WorldProviderHell,func_4094_c,*,*,getChunkProvider,Returns the chunk provider back for the world provider,,DUPLICATE
WorldProviderHell,func_4098_a,*,*,registerWorldChunkManager,creates a new world chunk manager for WorldProvider,,DUPLICATE
WorldChunkManagerHell,func_4071_a,*,*,getTemperatures,Returns a list of temperatures to use for the specified blocks.  Args: listToReuse,x,DUPLICATE,width,length
World,func_688_b,*,*,setBlockAndMetadataWithNotify,Sets the block ID and metadata,then notifies neighboring blocks of the change,DUPLICATE
World,func_669_m,*,*,saveLevel,Saves the global data associated with this World,,DUPLICATE
NetClientHandler,func_848_a,*,*,processReadPackets,Processes the packets that have been read since the last call to this function.,,DUPLICATE
NetClientHandler,func_847_a,*,*,addToSendQueue,Adds the packet to the send queue,,DUPLICATE
World,func_660_k,*,*,sendQuittingDisconnectingPacket,If on MP,sends a quitting packet.,DUPLICATE
InventoryPlayer,func_474_j_,*,*,onInventoryChanged,Called when an the contents of an Inventory change,usually,DUPLICATE
BlockRedstoneWire,func_279_b,*,*,isPowerProviderOrWire,Calls canProvidePower() on the specified block and returns the result,but bypasses the wiresProvidePower flag,DUPLICATE
BlockRedstoneTorch,func_273_a,*,*,checkForBurnout,*,,DUPLICATE
ItemRenderer,func_898_a,*,*,renderInsideOfBlock,Renders the texture of the block the player is inside as an overlay. Args: partialTickTime,blockTextureIndex,DUPLICATE
ItemRenderer,func_890_d,*,*,renderFireInFirstPerson,Renders the fire on the screen for first person mode. Arg: partialTickTime,,DUPLICATE
ItemRenderer,func_892_c,*,*,renderWarpedTextureOverlay,Renders a texture that warps around based on the direction the player is looking. Texture needs to be bound before being called. Used for the water overlay. Args: parialTickTime,,DUPLICATE
ItemRenderer,func_893_b,*,*,renderOverlays,Renders all the overlays that are in first person mode. Args: partialTickTime,,DUPLICATE
MathHelper,func_1110_d,*,*,convertToBlockCoord_float,Takes a float and converts it into a block coordinate taking into account integer conversion rounds to zero below zero.,,DUPLICATE
ItemRenderer,func_4133_a,*,*,renderItemInFirstPerson,Renders the active item in the player's hand when in first person mode. Args: partialTickTime,,DUPLICATE
Chunk,func_1023_e,*,*,removeChunkBlockTileEntity,Removes the TileEntity for a given block in this chunk,,DUPLICATE
TileEntityRenderer,func_1028_a,*,*,hasSpecialRenderer,Returns true if this TileEntity instance has a TileEntitySpecialRenderer associated with it,false otherwise.,DUPLICATE
World,func_607_d,*,*,setEntityDead,Not sure what this does 100%,but from the calling methods this method should be called like this.,DUPLICATE
World,func_606_b,*,*,obtainEntitySkin,Start the skin for this entity downloading,if necessary,DUPLICATE
ChunkCache,func_603_b,*,*,getBlockTileEntity,Returns the TileEntity associated with a given block in X,Y,DUPLICATE,or null if no TileEntity exists
BlockPressurePlate,func_318_h,*,*,setStateIfMobInteractsWithPlate,Checks if there are mobs on the plate. If a mob is on the plate and it is off,it turns it on,DUPLICATE
BlockLever,func_267_h,*,*,checkIfAttachedToBlock,Checks if the block is attached to another block. If it is not,it returns false and drops the block as an item. If it is it returns true.,DUPLICATE
BlockRedstoneTorch,func_6356_h,*,*,isAttachedBlockProvidingPower,Check if the block this torch is attached to is powering it (i.e. turning it off),,DUPLICATE
MathHelper,func_1108_b,*,*,convertToBlockCoord_double,Takes a double and converts it into a block coordinate taking into account integer conversion rounds to zero below zero.,,DUPLICATE
TileEntityRenderer,func_1032_a,*,*,renderTileEntityAt,Render this TileEntity at a given set of coordinates,,DUPLICATE
TileEntityRenderer,func_1030_a,*,*,renderTileEntity,Render this TileEntity at its current position from the player,,DUPLICATE
EntitySkeleton,func_4045_l,*,*,getHeldItem,Returns the item that this EntityLiving is holding,if any.,DUPLICATE
EntityPigZombie,func_4049_h,*,*,becomeAngryAt,Causes this PigZombie to become angry at the supplied Entity (which will be a player).,,DUPLICATE
World,func_639_a,*,*,saveWorld,Saves the data for this World.  If passed true,then only save up to 2 chunks,DUPLICATE,save all chunks.
IChunkProvider,func_533_b,*,*,provideChunk,Will return back a chunk,if it doesn't exist and its not a MP client it will generates all the blocks for the specified chunk from the map seed and chunk seed,DUPLICATE
IChunkProvider,func_535_a,*,*,saveChunks,Two modes of operation: if passed true,save all Chunks in one go.  If passed false,DUPLICATE
Chunk,func_1006_f,*,*,setChunkModified,Sets the isModified flag for this Chunk,,DUPLICATE
Chunk,func_1005_a,*,*,setChunkBlockTileEntity,Sets the TileEntity for a given block in this chunk,,DUPLICATE
Chunk,func_1002_d,*,*,getChunkBlockTileEntity,Gets the TileEntity for a given block in this chunk,,DUPLICATE
TileEntityRenderer,func_4144_a,*,*,getSpecialRendererForClass,Returns the TileEntitySpecialRenderer used to render this TileEntity class,or null if it has no special renderer,DUPLICATE
EntityFireball,func_401_c_,*,*,canBeCollidedWith,Returns true if other Entities should be prevented from moving through this Entity.,,DUPLICATE
TileEntityRenderer,func_1026_a,*,*,setRenderingContext,Sets references to the World,RenderEngine,DUPLICATE,and EntityPlayer,as well as calculating the player's current position/angle within the current tick
WorldGenDungeons,func_531_b,*,*,pickMobSpawner,Randomly decides which spawner to use in a dungeon,,DUPLICATE
WorldGenDungeons,func_530_a,*,*,pickCheckLootItem,Picks potentially a random item to add to a dungeon chest.,,DUPLICATE
*,*,WorldProviderHell,func_4086_a,getChunkLoader,Returns the chunk loader back for the world provider. Args: fileName,,DUPLICATE
*,*,WorldProviderHell,func_4087_c,getChunkProvider,Returns the chunk provider back for the world provider,,DUPLICATE
*,*,WorldChunkManagerHell,func_4068_a,getTemperatures,Returns a list of temperatures to use for the specified blocks.  Args: listToReuse,x,DUPLICATE,width,length
*,*,Block,func_237_c,setHardness,Sets how many hits it takes to break a block.,,DUPLICATE
*,*,WorldProviderHell,func_4092_a,canCoordinateBeSpawn,Will check if the x,z position specified is alright to be set as the map spawn point,DUPLICATE
*,*,NBTTagInt,func_381_a,writeTagContents,Write the actual data contents of the tag,implemented in NBT extension classes,DUPLICATE
*,*,NBTTagInt,func_382_a,readTagContents,Read the actual data contents of the tag,implemented in NBT extension classes,DUPLICATE
*,*,Block,func_232_b,setResistance,Sets the the blocks resistance to explosions. Returns the object for convenience in constructing.,,DUPLICATE
*,*,MathHelper,func_588_d,convertToBlockCoord_float,Takes a float and converts it into a block coordinate taking into account integer conversion rounds to zero below zero.,,DUPLICATE
*,*,MathHelper,func_584_b,convertToBlockCoord_double,Takes a double and converts it into a block coordinate taking into account integer conversion rounds to zero below zero.,,DUPLICATE
jf (NextTickListEntry),func_900_a,bv (NextTickListEntry),func_733_a,setScheduledTime,Sets the scheduled time for this tick entry
jq (GuiSelectWorld),func_586_d,,*,getWorldName,Returns the name of the selected world.
kd (FontRenderer),func_871_a,,*,getStringWidth,Returns the width of this string. Equivalent of FontMetrics.stringWidth(String s).
kd (FontRenderer),func_872_a,,*,renderString,The actual rendering takes place here.
kd (FontRenderer),func_873_b,,*,drawString,Draws the specified string.
kd (FontRenderer),func_874_a,,*,drawStringWithShadow,Draws the specified string with a drop shadow.
kh (Entity),func_347_a,dj (Entity),func_86_a,setPosition,"Sets the x,y,z of the entity from the given parameters. Also seems to set up a bounding box."
kh (Entity),func_348_f,dj (Entity),func_87_f,addVelocity,"Adds to the current velocity of the entity. Args: x, y, z"
kh (Entity),func_349_c,dj (Entity),func_88_c,moveEntity,"Tries to moves the entity by the passed in displacement. Args: x, y, z"
kh (Entity),func_352_a,dj (Entity),func_97_a,writeEntityToNBT,(abstract) Protected helper method to write subclass entity data to NBT.
kh (Entity),func_353_a,dj (Entity),func_122_m,interact,"Called when a player interacts with a mob. e.g. gets milk from a cow, gets into the saddle on a pig."
kh (Entity),func_357_b,dj (Entity),func_99_b,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
kh (Entity),func_360_d,dj (Entity),func_101_d,getDistanceSq,"Gets the squared distance to the position. Args: x, y, z"
kh (Entity),func_361_e,dj (Entity),func_103_e,getDistance,"Gets the distance to the position. Args: x, y, z"
kh (Entity),func_363_d,dj (Entity),func_98_d,writeToNBT,Save the entity to NBT (calls an abstract helper method to write extra data)
kh (Entity),func_367_b,dj (Entity),func_128_a,dropItem,"Drops an item stack at the entity's position. Args: itemID, count"
kh (Entity),func_368_e,dj (Entity),func_100_e,readFromNBT,Reads the entity from NBT (calls an abstract helper method to read specialized data)
kh (Entity),func_370_e_,dj (Entity),func_106_b_,onUpdate,Called to update the entity's position/logic.,,--
kh (Entity),func_371_a,dj (Entity),func_113_a,setSize,"Sets the width and height of the entity. Args: width, height"
kh (Entity),func_376_c,dj (Entity),func_6096_b,setRotation,Sets the rotation of the entity
kh (Entity),func_378_a,*,*,setPositionAndRotation2,"Sets the position and rotation. Only difference from the other one is no bounding on the rotation. Args: posX, posY, posZ, yaw, pitch"
kh (Entity),func_379_d,dj (Entity),func_94_a,getDistanceToEntity,Returns the distance to the entity. Args: entity
kh (Entity),func_380_f,dj (Entity),func_92_c,applyEntityCollision,Applies a velocity to each of the entities pushing them away from each other. Args: entity
kh (Entity),func_382_a,dj (Entity),func_108_b,getEntityBrightness,Gets how bright this entity is.
kh (Entity),func_6377_h,*,*,mountEntity,"Called when a player mounts an entity. e.g. mounts a pig, mounts a boat.",,--
kh (Entity),func_387_e,dj (Entity),func_102_b,getDistanceSqToEntity,Returns the squared distance to the entity. Args: entity
kh (Entity),func_393_a,dj (Entity),func_110_a,isInsideOfMaterial,Checks if the current block the entity is within of the specified material type
kh (Entity),func_394_a,dj (Entity),func_123_a,dropItemWithOffset,"Drops an item stack with a specified y offset. Args: itemID, count, yOffset"
kh (Entity),func_395_F,dj (Entity),func_118_j,setEntityDead,Will get destroyed next tick
kh (Entity),func_396_a,dj (Entity),func_121_a,attackEntity,Called when the entity is attacked.
kh (Entity),func_397_g_,dj (Entity),func_119_o,handleWaterMovement,Returns if this entity is in water and will end up adding the waters velocity to the entity
kh (Entity),func_398_a,*,*,setWorld,Sets the reference to the World object.
kh (Entity),func_399_b,dj (Entity),func_6095_b,setPositionAndRotation,"Sets the entity's position and rotation. Args: posX, posY, posZ, yaw, pitch"
kh (Entity),func_400_c,dj (Entity),func_114_a,fall,Called when the mob is falling. Calculates and applies fall damage.
kh (Entity),func_6375_a,*,*,setVelocity,"Sets the velocity to the args. Args: x, y, z"
kh (Entity),func_6378_b,dj (Entity),func_6093_b,onCollideWithPlayer,Called by a player entity when they collide with an entity
ki (NBTTagList),func_740_c,*,func_387_b,tagCount,Returns the number of tags in the list.
ki (NBTTagList),func_741_a,*,func_388_a,tagAt,Retrieves the tag at the specified index from the list.
ki (NBTTagList),func_742_a,*,func_386_a,setTag,Adds the provided tag to the end of the list. There is no check to verify this tag is of the same type as any previous tag.
lb (NetHandler),func_819_a,ej (NetHandler),func_24_a,handlePlace
lb (NetHandler),func_820_a,ej (NetHandler),func_4002_a,handleNamedEntitySpawn
lb (NetHandler),func_821_a,ej (NetHandler),func_26_a,handleBlockDig
lb (NetHandler),func_822_a,ej (NetHandler),func_12_a,handleBlockChange
lb (NetHandler),func_823_a,ej (NetHandler),func_6_a,handleErrorMessage
lb (NetHandler),func_824_a,ej (NetHandler),func_13_a,handleMultiBlockChange
lb (NetHandler),func_825_a,ej (NetHandler),func_3_a,handleArmAnimation
lb (NetHandler),func_826_a,ej (NetHandler),func_29_a,handlePreChunk
lb (NetHandler),func_827_a,ej (NetHandler),func_30_a,handleEntity
lb (NetHandler),func_828_a,ej (NetHandler),func_4006_a,handleMobSpawn
lb (NetHandler),func_829_a,ej (NetHandler),func_4007_a,handleEntityTeleport
lb (NetHandler),func_830_a,ej (NetHandler),func_17_a,handleAddToInventory
lb (NetHandler),func_4113_a,ej (NetHandler),func_23_a,handleChat
lb (NetHandler),func_832_a,ej (NetHandler),func_4004_a,handlePickupSpawn
lb (NetHandler),func_833_a,ej (NetHandler),func_4_a,handleMapChunk
lb (NetHandler),func_834_a,ej (NetHandler),func_28_a,handleCollect
lb (NetHandler),func_835_a,ej (NetHandler),func_4003_a,handleVehicleSpawn
lb (NetHandler),func_836_a,ej (NetHandler),func_21_a,handleUnexpected
lb (NetHandler),func_837_a,ej (NetHandler),func_18_a,handleFlying
lb (NetHandler),func_838_a,ej (NetHandler),func_6004_a,handleHandshake
lb (NetHandler),func_839_a,ej (NetHandler),func_8_a,handleDestroyEntity
lb (NetHandler),func_4115_a,ej (NetHandler),func_4001_a,handleLogin
lb (NetHandler),func_841_a,ej (NetHandler),func_11_a,handleBlockItemSwitch
lb (NetHandler),func_842_a,ej (NetHandler),func_6005_a,handleComplexEntity
lb (NetHandler),func_843_a,ej (NetHandler),func_16_a,handlePlayerInventory
lb (NetHandler),func_844_a,ej (NetHandler),func_4009_a,handleKickDisconnect
lb (NetHandler),func_845_a,ej (NetHandler),func_15_a,handleSpawnPosition
lb (NetHandler),func_846_a,ej (NetHandler),func_25_a,handleUpdateTime
lm (Gui),func_547_b,*,*,drawString,Renders the specified text to the screen.
lm (Gui),func_548_a,*,*,drawCenteredString,"Renders the specified text to the screen, center-aligned."
lu (GuiIngame),func_4066_a,*,*,renderGameOverlay,"Render the ingame overlay with quick icon bar, ..."
ly (Block),func_207_d,*,*,colorMultiplier,Returns a integer with hex for 0xrrggbb with this color multiplied against the blocks color. Note only called when first determining what to render.
ly (Block),func_208_a,*,func_221_a,updateTick,Ticks the block if it's been scheduled
ly (Block),func_209_d,*,func_225_d,canProvidePower,Can this block provide power. Only wire currently seems to have this change based on its state.
ly (Block),func_210_f,*,*,getRenderType,The type of render function that is called for this block
ly (Block),func_211_a,*,*,getBlockTexture,"Retrieves the block texture to use based on the display side. Args: iBlockAccess, x, y, z, side"
ly (Block),func_212_i,*,func_261_f,unusedMethod,Only used to fill an unused field
ly (Block),func_213_a,*,func_229_a,setBlockBounds,"Sets the bounds of the block.  minX, minY, minZ, maxX, maxY, maxZ",,--
ly (Block),func_214_b,*,func_242_b,onBlockRemoval,Called whenever the block is removed.
ly (Block),func_216_a,*,func_227_a,dropBlockAsItemWithChance,Drops the block items with a specified chance of dropping the specified items
ly (Block),func_256_d,*,func_258_c,setLightOpacity,Sets how much light is blocked going through this block. Returns the object for convenience in constructing.
ly (Block),func_215_a,*,func_224_a,setLightValue,Sets the amount of light emitted by a block from 0.0f to 1.0f (converts internally to 0-15). Returns the object for convenience in constructing.
ly (Block),func_217_b,*,func_240_b,allowsAttachment,"Can a block attach to this one?  Checked by torches, redstone wire, buttons, etc"
ly (Block),func_218_a,*,func_241_a,getBlockTextureFromSide,Returns the block texture based on the side being looked at.  Args: side
ly (Block),func_219_a,*,func_232_b,setHardness,Sets the amount of damage required to break a block of this type. Returns the object for convenience in constructing.
ly (Block),func_221_d,*,func_248_d,getCollisionBoundingBoxFromPool,Returns a bounding box from the pool of bounding boxes (this means this box can change after the pool has been cleared to be reused)
ly (Block),func_223_g,*,func_220_f,canBlockStay,Can this block stay at this position.  Similar to canPlaceBlockAt except gets checked often with plants.
ly (Block),func_224_a,*,func_243_a,canCollideCheck,"Returns whether this block is collideable based on the arguments passed in Args: blockMetaData, unknownFlag"
ly (Block),func_228_c,*,func_238_d,isIndirectlyPoweringTo,Is this block indirectly powering the block on the specified side
ly (Block),func_229_a,*,func_244_a,quantityDropped,Returns the quantity of items to drop on block destruction.
ly (Block),func_230_a,*,func_264_a,getCollidingBoundingBoxes,"Adds to the supplied array any colliding bounding boxes with the passed in bounding box. Args: world, x, y, z, axisAlignedBB, arrayList"
ly (Block),func_231_b,*,func_239_b,isPoweringTo,Is this block powering the block on the specified side
ly (Block),func_232_a,*,*,getBlockTextureFromSideAndMetadata,"From the specified side and block metadata retrieves the blocks texture. Args: side, metadata"
ly (Block),func_233_b,*,func_235_b,onBlockClicked,"Called when the block is clicked by a player. Args: x, y, z, entityPlayer"
ly (Block),func_235_e,*,func_250_e,onBlockAdded,"Called whenever the block is added into the world. Args: world, x, y, z"
ly (Block),func_240_a,*,func_252_a,idDropped,Returns the ID of the items to drop on destruction.
ly (Block),func_250_a,*,func_246_a,blockActivated,"Called upon block activation (left or right click on the block.). The three integers represent x,y,z of the block."
ly (Block),func_246_f,*,*,getSelectedBoundingBoxFromPool,Returns the bounding box of the wired rectangular prism to render.
ly (Block),func_247_b,*,*,randomDisplayTick,A randomly called display update to be able to add particles or other items for display
ly (Block),func_226_a,*,func_234_b,onNeighborBlockChange,"Lets the block know when one of its neighbor changes. Doesn't know which neighbor changed (coordinates passed are their own) Args: x, y, z, blockID"
